Car Name,Car Price,Car Mileage,Exterior Color,Interior Color,Drivetrain,Fuel Type,Transmission,Engine,VIN,TimeStamp,Source
2022 Ford F-150 Tremor,"$67,465",32 mi.,Agate Black Metallic,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTEW1E87NFC09264,2023-04-30 10:59:03.088862,Cars.com
2023 Chevrolet Equinox RS,"$29,295",4 mi.,Sterling Gray Metallic,Jet Black,Front-wheel Drive,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,3GNAXMEG5PL221675,2023-04-30 10:59:07.045998,Cars.com
2018 Kia Optima LX,"$18,998","77,689 mi.",White,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5XXGT4L31JG228138,2023-04-30 10:59:09.639776,Cars.com
2020 Chrysler 300 S,"$35,998","17,027 mi.",Black,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,2C3CCABT0LH180828,2023-04-30 10:59:12.243776,Cars.com
2013 Chevrolet Silverado 2500 LTZ,"$31,995","97,120 mi.",Silver Ice Metallic,Ebony,Four-wheel Drive,E85 Flex Fuel,6-Speed Automatic,6.0L V8 16V MPFI OHV Flexible Fuel,1GC1KYEG9DF232568,2023-04-30 10:59:15.476191,Cars.com
2023 Toyota GR86 Premium,"$36,995","3,318 mi.",Halo,Black,Rear-wheel Drive,Gasoline,6-Speed Manual with Close-Ratio,2.4L H4 16V PDI DOHC,JF1ZNBE18P9752644,2023-04-30 10:59:18.062137,Cars.com
2023 GMC Terrain AT4,"$37,895",6 mi.,Ebony Twilight Metallic,Jet Black,All-wheel Drive,Gasoline,–,1.5L I4 16V GDI DOHC Turbo,3GKALYEG9PL238978,2023-04-30 10:59:21.851856,Cars.com
2022 Ford F-150 XLT,"$57,936","2,808 mi.",Iconic Silver Metallic,Black,Four-wheel Drive,–,–,5.0L V8 32V PDI DOHC,1FTFW1E54NKF14464,2023-04-30 10:59:32.122142,Cars.com
2023 Genesis G70 2.0T,"$47,690",32 mi.,Vik Black,Obsidian,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,KMTG34TAXPU120409,2023-04-30 10:59:34.701119,Cars.com
2022 Nissan Murano SV Intelligent AWD,"$38,995","20,494 mi.",Boulder Gray Pearl,Graphite,All-wheel Drive,Gasoline,CVT with Xtronic,"3.5L V-6 DOHC, variable valve control, engine with 260HP",5N1AZ2BS2NC116855,2023-04-30 10:59:37.729836,Cars.com
2023 Hyundai IONIQ 5 Limited,"$61,510",110 mi.,Gray,Black,AWD,Electric,1-Speed Automatic,Electric,KM8KRDAFXPU154514,2023-04-30 10:59:40.342843,Cars.com
2023 Honda Pilot EX-L 8-Passenger,"$43,295",–,Obsidian Blue Pearl,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG2H48PB006481,2023-04-30 10:59:43.724526,Cars.com
2023 Toyota Tacoma TRD Off Road,"$48,165",–,Electric Lime,Black,Four-wheel Drive,Gasoline,–,3.5L V6 24V PDI DOHC,3TYCZ5AN9PT131000,2023-04-30 10:59:47.776733,Cars.com
2023 Kia Telluride EX,"$44,530",54 mi.,Ebony Black,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP34GC2PG393503,2023-04-30 10:59:51.695204,Cars.com
2023 Kia K5 GT,"$37,190",41 mi.,Ebony Black,Black,Front-wheel Drive,Gasoline,8-Speed,2.5L I4 16V PDI DOHC Turbo,5XXG44J87PG211980,2023-04-30 10:59:53.772128,Cars.com
2023 Lincoln Aviator Black Label AWD,"$86,375",5 mi.,Metallic,Alpine,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J9XC2PGL12872,2023-04-30 10:59:57.857854,Cars.com
2012 McLaren MP4-12C Coupe,"$104,995","17,713 mi.",Silver,Black,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.8L V8 32V MPFI DOHC Twin Turbo,SBM11AAA1CW001570,2023-04-30 11:00:01.065349,Cars.com
2021 Kia Sportage S,"$26,985","42,446 mi.",Pacific Blue,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDP63AC9M7856112,2023-04-30 11:00:03.911081,Cars.com
2023 GMC Yukon XL SLT,"$80,835",5 mi.,White Frost Tricoat,Jet Black,Four-wheel Drive,Gasoline,Automatic,"EcoTec3 5.3L V-8 gasoline direct injection, variable valve contr",1GKS2GKD8PR351583,2023-04-30 11:00:07.764520,Cars.com
2023 Volvo C40 Recharge Pure Electric Twin Ultimate,"$57,240",0 mi.,Crystal White,Charcoal,All-wheel Drive,Electric,1-Speed,Electric,YV4ED3GM0P2043317,2023-04-30 11:00:10.350699,Cars.com
2023 Volvo C40 Recharge Pure Electric Twin Ultimate,"$57,715",0 mi.,Fusion Red,Charcoal,All-wheel Drive,Electric,Automatic,Electric,YV4ED3GM6P2060171,2023-04-30 11:00:12.629333,Cars.com
2023 Volvo C40 Recharge Pure Electric Twin Plus,"$54,115",0 mi.,Fjord Blue,Charcoal,All-wheel Drive,Electric,Automatic,Electric,YV4ED3GLXP2059869,2023-04-30 11:00:14.947719,Cars.com
2023 Chevrolet Colorado 4WD Z71,"$45,800",0 mi.,Glacier Blue Metallic,Jet Black/Adrenaline Red,Four-wheel Drive,Gasoline,Automatic,Turbocharged Gas I4 2.7L/,1GCPTDEK1P1133085,2023-04-30 11:00:17.142632,Cars.com
2023 Genesis G70 3.3T,"$53,130",43 mi.,Vik Black,Obsidian Black,All-wheel Drive,Gasoline,Automatic,3.3L V6 24V GDI DOHC Twin Turbo,KMTG54TE0PU119623,2023-04-30 11:00:20.553822,Cars.com
2023 Toyota 4Runner TRD Off Road Premium,"$48,442",–,Lunar Rock,Black / Graphite,Four-wheel Drive,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTERU5JRXP6141487,2023-04-30 11:00:23.849231,Cars.com
2023 Toyota 4Runner Limited,"$53,897",–,Magnetic Gray Metallic,Black / Graphite,4WD,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTEKU5JR9P6156323,2023-04-30 11:00:26.052532,Cars.com
2023 Toyota 4Runner TRD Pro,"$56,942",–,White,Black / Graphite,Four-wheel Drive,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTELU5JR6P6131660,2023-04-30 11:00:29.596834,Cars.com
2023 Kia K5 EX,"$34,645",317 mi.,Everlasting Silver,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,5XXG34J29PG197840,2023-04-30 11:00:36.387672,Cars.com
2023 Honda Accord Hybrid Sport,"$33,445",10 mi.,Urban Gray,Black,FWD,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,1HGCY2F57PA014682,2023-04-30 11:00:39.614417,Cars.com
2023 GMC Sierra 2500 Pro,"$48,848",3 mi.,Summit White,Jet Black,Rear-wheel Drive,Gasoline,Automatic,Gas V8 6.6L/,1GD18LE72PF185160,2023-04-30 11:00:43.271809,Cars.com
2020 Lexus GX 460 GX 460 Luxury,"$60,290","33,585 mi.",Black Onyx,Black,Four-wheel Drive,Gasoline,Automatic,Premium Unleaded V-8 4.6 L/281,JTJGM7BX4L5245992,2023-04-30 11:00:46.004752,Cars.com
2023 Kia Seltos EX,"$28,485",18 mi.,Snow White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,KNDERCAA1P7464694,2023-04-30 11:00:49.984055,Cars.com
2023 Kia Telluride EX,"$47,050",3 mi.,Dark Moss,Black,All-wheel Drive,Gasoline,Automatic,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",5XYP3DGC8PG381405,2023-04-30 11:00:52.812492,Cars.com
2023 GMC Yukon 4WD AT4,"$80,290",5 mi.,Titanium Rush Metallic,Jet Black,Four-wheel Drive,Gasoline,Automatic,"EcoTec3 6.2L V-8 gasoline direct injection, variable valve contr",1GKS2CKL5PR350438,2023-04-30 11:00:55.381028,Cars.com
2024 BMW X6 xDrive40i,"$83,975",10 mi.,Mineral White Metallic,Cognac,AWD,Gasoline,8-Speed Automatic,3.0L DOHC 24V,5UX33EX00R9S50384,2023-04-30 11:00:59.258888,Cars.com
2023 Rivian R1S Adventure,"$103,994",365 mi.,Midnight Black,Black Mountain,All-wheel Drive,Electric,1-Speed Automatic,Electric,7PDSGABA1PN006914,2023-04-30 11:01:02.080384,Cars.com
2023 Volvo C40 Recharge Pure Electric Twin Ultimate,"$57,715",0 mi.,Silver,Charcoal,All-wheel Drive,Electric,Automatic,Electric,YV4ED3GM8P2053996,2023-04-30 11:01:05.852372,Cars.com
2023 Jeep Grand Wagoneer Series III 4x4,"$112,235",21 mi.,Rocky Mountain Pearlcoat,Tupelo/Black,Four-wheel Drive,Gasoline,Automatic,"Hurricane 3L I-6 gasoline direct injection, DOHC, variable valve",1C4SJVGP2PS506403,2023-04-30 11:01:08.537144,Cars.com
2023 Chevrolet Colorado 4WD Z71,"$45,405",0 mi.,Black,Jet Black/Adrenaline Red,Four-wheel Drive,Gasoline,Automatic,Turbocharged Gas I4 2.7L/,1GCPTDEK0P1137273,2023-04-30 11:01:11.148586,Cars.com
2023 Cadillac CT5-V ,"$65,595",0 mi.,Summit White,Jet Black with Jet Black accents,All-wheel Drive,Gasoline,Automatic,Turbocharged Gas V6 3.0L/,1G6DV5RW0P0141946,2023-04-30 11:01:13.318599,Cars.com
2023 Chevrolet Blazer 2LT,"$35,595",11 mi.,Radiant Red,Jet Black,Front-wheel Drive,Gasoline,–,2.0L I4 16V GDI DOHC Turbo,3GNKBCR49PS205546,2023-04-30 11:01:17.198543,Cars.com
2023 Chevrolet Colorado Trail Boss,"$39,265",10 mi.,Sterling Gray Metallic,Jet Black,Four-wheel Drive,Gasoline,–,2.7L I4 16V GDI DOHC Turbo,1GCPTEEK1P1127812,2023-04-30 11:01:19.556703,Cars.com
2023 GMC Canyon AT4,"$49,369",–,Volcanic Red,Jet Black,Four-wheel Drive,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,1GTP6DEK7P1131364,2023-04-30 11:01:23.229750,Cars.com
2023 Genesis GV70 2.5T,"$54,640",10 mi.,Vik Black,Obsidian Black,All-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,2.5L I4 16V PDI DOHC Turbo,KMUMADTB7PU116279,2023-04-30 11:01:26.840926,Cars.com
2023 Toyota Sienna XLE,"$49,925",–,Celestial Silver Metallic,Graphite,AWD,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,5TDJSKFC7PS21B381,2023-04-30 11:01:30.452842,Cars.com
2023 Toyota Prius XLE,"$35,299",5 mi.,Wind Chill Pearl,Light Gray,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V DOHC Hybrid,JTDACAAU0P3001970,2023-04-30 11:01:32.587343,Cars.com
2023 Ford F-150 Lightning Platinum,"$96,624",–,Agate Black Metallic,–,All-wheel Drive,Electric,SINGLE SPEED,Electric,1FT6W1EV5PWG05982,2023-04-30 11:01:35.223006,Cars.com
2023 Lincoln Aviator Reserve AWD,"$77,920",23 mi.,Ceramic Pearl Metallic,Sandstone,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC3PGL20855,2023-04-30 11:01:41.536345,Cars.com
2022 Dodge Challenger R/T,"$38,977",12 mi.,Pitch Black Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,2C3CDZBT9NH206860,2023-04-30 11:01:45.782045,Cars.com
2023 Kia Seltos EX,"$28,140",–,Neptune Blue,Black,All-wheel Drive,Gasoline,IVT,2.0L I4 16V MPFI DOHC,KNDERCAA8P7461081,2023-04-30 11:01:47.924884,Cars.com
2023 BMW M850 Gran Coupe i xDrive,"$115,350",16 mi.,Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBAGV8C09PCM11316,2023-04-30 11:01:50.437719,Cars.com
2020 Mercedes-Benz GLA 250 Base 4MATIC,"$33,000","32,589 mi.",Polar White,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1NTG4GB8LU029372,2023-04-30 11:01:54.343951,Cars.com
2023 Mercedes-Benz S-Class S 500 4MATIC,"$127,125",2 mi.,–,Black,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,W1K6G6DB0PA170194,2023-04-30 11:01:57.536882,Cars.com
2023 Jeep Grand Cherokee Limited,"$63,655",14 mi.,Bright White Clearcoat,Wicker Beige/Black,Four-wheel Drive,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",1C4RJYB6XPC588826,2023-04-30 11:01:59.801369,Cars.com
2023 Dodge Challenger R/T,"$48,435",8 mi.,Destroyer Gray Clearcoat,Black,Rear-wheel Drive,Gasoline,Manual,"HEMI 5.7L V-8 variable valve control, engine with cylinder deact",2C3CDZBT7PH566146,2023-04-30 11:02:02.498103,Cars.com
2022 RAM 2500 Laramie Mega Cab 4x4 6'4' Box,"$82,505",6 mi.,Delmonico Red Pearlcoat,Black,Four-wheel Drive,Diesel,Automatic,"Cummins 6.7L I-6 diesel direct injection, VVT intercooled turbo,",3C6UR5NL8NG371408,2023-04-30 11:02:06.326363,Cars.com
2023 Jeep Grand Wagoneer Series III 4x4,"$112,235",9 mi.,Velvet Red Pearlcoat,Global Black,Four-wheel Drive,Gasoline,Automatic,"Hurricane 3L I-6 gasoline direct injection, DOHC, variable valve",1C4SJVGP3PS532086,2023-04-30 11:02:09.653182,Cars.com
2023 Chevrolet Camaro 1LS,"$28,715",10 mi.,Black,Jet Black,Rear-wheel Drive,Gasoline,–,2.0L I4 16V GDI DOHC Turbo,1G1FB1RX0P0140420,2023-04-30 11:02:12.293128,Cars.com
2023 Chevrolet Trailblazer RS,"$33,105",5 mi.,Crimson Metallic,Jet Black with Red accents,All-wheel Drive,Gasoline,Automatic,Gas I3 1.3L/,KL79MUSL4PB130272,2023-04-30 11:02:14.767993,Cars.com
2023 Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology,"$45,476",12 mi.,Pure White,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2HE2CA1PC218380,2023-04-30 11:02:16.883948,Cars.com
2023 Buick Encore GX Select,"$25,675",5 mi.,Rosewood Metallic,Ebony,Front-wheel Drive,Gasoline,Automatic,1.2L I3 12V GDI DOHC Turbo,KL4MMDS23PB108990,2023-04-30 11:02:20.040147,Cars.com
2023 Toyota 4Runner TRD Off Road Premium,"$48,442",–,Lunar Rock,Black / Graphite,Four-wheel Drive,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTERU5JR3P6142903,2023-04-30 11:02:23.013261,Cars.com
2023 Toyota Prius Four,"$34,529",5 mi.,Midnight Black Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V DOHC Hybrid,JTDACAAU5P3001706,2023-04-30 11:02:25.327293,Cars.com
2023 Hyundai Santa Cruz 2.5T Limited,"$42,335",11 mi.,Hampton Gray,Black,All-wheel Drive,Gasoline,SHIFTRONIC,2.5L I4 16V PDI DOHC Turbo,5NTJEDAF4PH064508,2023-04-30 11:02:28.401558,Cars.com
2016 Volvo XC60 T5 Premier,"$20,998","78,756 mi.",Ice White,Soft Beige,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV440MDK9G2832971,2023-04-30 11:02:31.910251,Cars.com
2023 Toyota Prius LE,"$28,994",5 mi.,Blue,Light Gray,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V DOHC Hybrid,JTDACAAU6P3004095,2023-04-30 11:02:35.166179,Cars.com
2023 Toyota 4Runner TRD Pro,"$56,716",5 mi.,Midnight Black Metallic,Black / Graphite,Four-wheel Drive,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTELU5JR8P6133250,2023-04-30 11:02:38.645554,Cars.com
2022 Dodge Challenger R/T,"$39,477",10 mi.,Granite Crystal Clearcoat Metallic,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,2C3CDZBT5NH168673,2023-04-30 11:02:47.411143,Cars.com
2023 Honda CR-V Hybrid Sport,"$35,195",2 mi.,Crystal Black Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,7FARS6H50PE019426,2023-04-30 11:02:50.698410,Cars.com
2023 Toyota Highlander XLE,"$45,562",–,Midnight Black Metallic,Black,All-wheel Drive,Gasoline,Automatic,2.4L I4 16V PDI DOHC Turbo,5TDKDRBH3PS508071,2023-04-30 11:02:54.461745,Cars.com
2021 Mitsubishi Outlander Sport 2.0 SE,"$21,197","50,056 mi.",Gray,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,JA4APVAU1MU016067,2023-04-30 11:02:57.733044,Cars.com
2023 Mercedes-Benz S-Class S 500 4MATIC,"$122,975",18 mi.,–,Gray,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,W1K6G6DB7PA170385,2023-04-30 11:03:01.262173,Cars.com
2014 Nissan NV Cargo NV3500 HD SV V8,"$37,599","19,060 mi.",White,Gray,Rear-wheel Drive,Gasoline,5-Speed A/T,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,1N6AF0LY0EN110168,2023-04-30 11:03:04.628522,Cars.com
2023 GMC Canyon Base,"$49,260",0 mi.,Summit White,Jet Black/Timber,Four-wheel Drive,Gasoline,Automatic,"2.7L I-4 gasoline direct injection, DOHC, variable valve control",1GTP6DEK9P1136095,2023-04-30 11:03:06.991349,Cars.com
2021 Audi RS Q8 4.0T quattro,"$123,874","8,142 mi.",Daytona Gray Pearl Effect,Cognac,All-wheel Drive,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WU1ARBF14MD019948,2023-04-30 11:03:09.954154,Cars.com
2024 BMW X7 xDrive40i,"$94,245",11 mi.,Mineral White Metallic,Coffee,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V DOHC,5UX23EM08R9S21280,2023-04-30 11:03:13.207865,Cars.com
2023 BMW M8 Competition,"$151,645",5 mi.,Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBSDZ0C06PCL83284,2023-04-30 11:03:16.518319,Cars.com
2024 Subaru Crosstrek Premium,"$30,617",5 mi.,Crystal Black Silica,Black,All-wheel Drive,Gasoline,Automatic Lineartronic CVT,2.0L 4 Cyl. 16V DOHC,JF2GUADC0R8202463,2023-04-30 11:03:20.077771,Cars.com
2022 Kia Telluride SX,"$50,000","16,018 mi.",Ebony Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP5DHC6NG262435,2023-04-30 11:03:23.799316,Cars.com
2022 Nissan Armada SL,"$58,055",8 mi.,Aspen White,Black,Four-wheel Drive,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,JN8AY2BD5N9677643,2023-04-30 11:03:25.873875,Cars.com
2023 GMC Sierra 1500 Denali,"$99,839",83 mi.,Onyx Black,Jet Black,Four-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,1GTUUGEL0PZ253679,2023-04-30 11:03:29.616831,Cars.com
2022 Ford Explorer Timberline,"$48,300","2,035 mi.",Agate Black Metallic,Deep Cypress,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8JH1NGC48354,2023-04-30 11:03:32.669004,Cars.com
2023 Toyota 4Runner TRD Pro,"$56,357",–,Midnight Black Metallic,Black / Graphite,Four-wheel Drive,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTELU5JR5P6136249,2023-04-30 11:03:35.080605,Cars.com
2023 Kia Seltos LX,"$25,280",10 mi.,Snow White Pearl,Black,All-wheel Drive,Gasoline,IVT,2.0L I4 16V MPFI DOHC,KNDEPCAAXP7455322,2023-04-30 11:03:38.839053,Cars.com
2023 Toyota RAV4 Hybrid Woodland Edition,"$35,325",–,White,Black,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,2T3UWRFV6PW16D821,2023-04-30 11:03:41.492975,Cars.com
2023 Jeep Grand Cherokee Overland,"$63,690",159 mi.,Bright White Clearcoat,Global Black,Four-wheel Drive,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1C4RJHDG2PC508957,2023-04-30 11:03:43.839905,Cars.com
2023 Lincoln Aviator Grand Touring AWD,"$84,270",17 mi.,White Tri-Coat,Sandstone,All-wheel Drive,Hybrid,10-Speed,3.0L V6 24V GDI DOHC Twin Turbo Hybrid,5LMYJ8XY6PNL01663,2023-04-30 11:03:46.727673,Cars.com
2023 Hyundai IONIQ 5 SEL,"$53,820",7 mi.,Cyber Gray,Black,All-wheel Drive,Electric,Automatic,Electric,KM8KNDAF4PU156285,2023-04-30 11:03:56.061698,Cars.com
2022 Land Rover Range Rover Sport HST,"$86,991","8,012 mi.",Fuji White,Pimento / Ebony,Four-wheel Drive,Gasoline,Automatic,V6,SALWS2RU1NA236561,2023-04-30 11:03:59.808201,Cars.com
2022 Ford Mustang GT Premium,"$53,030",11 mi.,Mischievous Purple Metallic,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8CF7N5144715,2023-04-30 11:04:02.460775,Cars.com
2023 Mercedes-Benz S-Class S 580 4MATIC,"$143,930",14 mi.,–,Silver,All-wheel Drive,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,W1K6G7GB5PA202137,2023-04-30 11:04:04.297794,Cars.com
2023 Kia Sorento EX,"$40,665",3 mi.,Platinum Graphite,Gray,All-wheel Drive,Gasoline,Automatic,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",KNDRHDLG7P5181210,2023-04-30 11:04:07.159003,Cars.com
2023 Chevrolet Camaro ,"$38,785",31 mi.,Rapid Blue,Jet Black,Rear-wheel Drive,Gasoline,OTHER,6.2L V8 16V GDI OHV,1G1FE1R72P0134836,2023-04-30 11:04:09.278202,Cars.com
2023 Jeep Grand Cherokee L Summit Reserve,"$78,415",11 mi.,Diamond Black Crystal Pearlcoat,Tupelo/Black,Four-wheel Drive,Gasoline,Automatic,"Pentastar 3.6L V-6 DOHC, variable valve control, engine with 293",1C4RJKEG3P8802804,2023-04-30 11:04:11.712151,Cars.com
2023 Audi Q5 45 S line Premium Plus,"$55,815",10 mi.,Glacier White Metallic,Black,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,WA1EAAFY1P2127824,2023-04-30 11:04:14.445824,Cars.com
2022 Mercedes-Benz EQS 450+ Base,"$79,564","4,284 mi.",Diamond White,Macchiato Beige,Rear-wheel Drive,Electric,1-Speed Automatic,Electric,W1KCG2DB4NA016547,2023-04-30 11:04:17.132307,Cars.com
2023 Chevrolet Traverse RS,"$50,030",0 mi.,Mosaic Black Metallic,Jet Black/Spice Red,All-wheel Drive,Gasoline,Automatic,Gas V6 3.6L/217,1GNEVJKW1PJ241334,2023-04-30 11:04:19.691769,Cars.com
2023 Volkswagen Tiguan 2.0T S,"$29,015",13 mi.,Platinum Gray Metallic,Titan Black,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VVRB7AX8PM072451,2023-04-30 11:04:23.281197,Cars.com
2014 Porsche Panamera 4,"$32,000","73,983 mi.",Carbon Gray Metallic,Luxor Beige,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.6L V6 24V GDI DOHC,WP0AA2A74EL006012,2023-04-30 11:04:26.936445,Cars.com
2022 Ford Explorer Timberline,"$48,300","4,774 mi.",Carbonized Gray Metallic,Deep Cypress,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8JH5NGC12019,2023-04-30 11:04:30.481081,Cars.com
2022 Ford Bronco Sport Big Bend,"$33,725","1,844 mi.",Bronze Smoke Metallic,Ebony,Four-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,3FMCR9B60NRE34835,2023-04-30 11:04:33.301047,Cars.com
2015 Scion tC Release Series 9.0,"$26,461","1,044 mi.",Magma,Dark Charcoal,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,JTKJF5C76FJ008351,2023-04-30 11:04:36.079824,Cars.com
2023 Kia Seltos LX,"$25,185",10 mi.,Snow White Pearl,Black,All-wheel Drive,Gasoline,IVT,2.0L I4 16V MPFI DOHC,KNDEPCAA8P7455240,2023-04-30 11:04:39.014016,Cars.com
2023 Honda CR-V Hybrid Sport Touring,"$39,845",–,Lunar Silver Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H91PH800651,2023-04-30 11:04:43.032877,Cars.com
2023 Jeep Wagoneer L Series III,"$86,100",1 mi.,Bright White Clearcoat,Global Black,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Twin Turbo,1C4SJSDP6PS541514,2023-04-30 11:04:46.691747,Cars.com
2023 Lincoln Navigator Black Label,"$111,555",14 mi.,Infinite Black Metallic,Black,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5LMJJ2TG6PEL07538,2023-04-30 11:04:50.357765,Cars.com
2023 Chevrolet Silverado 1500 LTZ,"$65,240",5 mi.,Iridescent Pearl Tricoat,Jet Black,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,1GCUDGED6PZ205628,2023-04-30 11:04:53.736927,Cars.com
2021 Acura ILX Premium Package,"$27,500","33,621 mi.",Majestic Black Pearl,Espresso,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,19UDE2F72MA005737,2023-04-30 11:05:00.779756,Cars.com
2023 Toyota Highlander Platinum,"$53,782",–,Wind Chill Pearl,Caramel,All-wheel Drive,Gasoline,Automatic,2.4L I4 16V PDI DOHC Turbo,5TDKDRBH8PS510334,2023-04-30 11:05:03.669393,Cars.com
2023 Toyota RAV4 Hybrid XSE,"$42,673",–,Wind Chill Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,4T3E6RFV6PU118071,2023-04-30 11:05:06.684388,Cars.com
2019 Subaru Impreza 2.0i Premium,"$23,097","32,279 mi.",Magnetite Gray Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,4S3GTAC6XK3711332,2023-04-30 11:05:08.595792,Cars.com
2023 GMC Canyon 4WD AT4,"$50,075",3 mi.,Summit White,Jet Black/Timber,Four-wheel Drive,Gasoline,Automatic,Turbocharged Gas I4 2.7L/,1GTP6DEK0P1140410,2023-04-30 11:05:12.300379,Cars.com
2023 BMW M8 Competition,"$140,745",2 mi.,Tanzanite Blue II Metallic,Silverstone,All-wheel Drive,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBSAE0C07PCL64158,2023-04-30 11:05:16.120883,Cars.com
